,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),dis (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),cos (mean),bs (mean),aer (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean)
110,LUT,WB,1,13.75,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.75,-6.5,3.0,3.0,6.0
57,CHE,CM,2,13.5,0.0,3.5,0.0,0.5,3.0,3.5,1.0,0.0,1.0,0.0,1.5,2.0,1.5,1.5,0.0,0.0,0.0,1.5,1.0,0.0,6.0,0.5,0.0,12.5,-3.75,4.0,4.0,13.75
36,BRF,CM,4,13.12,0.0,2.25,0.25,0.75,2.75,1.5,0.0,0.0,1.0,1.25,1.75,0.25,0.5,1.25,0.0,0.0,0.0,3.0,0.0,0.25,1.0,0.0,0.0,11.62,-0.75,2.75,4.0,18.75
109,LUT,RW,1,13.0,0.0,3.0,0.0,2.0,1.0,6.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,1.0,0.0,13.0,-5.0,4.0,4.0,15.5
18,BHA,AM,3,12.67,0.33,2.33,0.0,0.67,1.33,3.67,0.0,0.0,0.33,0.67,1.33,1.67,0.0,1.67,0.0,0.33,0.0,1.33,0.33,0.33,1.33,0.33,0.33,9.67,-1.83,2.67,5.0,11.25
128,MUN,RW,3,12.5,0.0,3.33,0.0,1.33,1.0,1.67,0.0,0.0,0.0,0.33,1.0,2.33,0.0,0.67,0.0,0.0,0.0,2.0,0.33,0.0,0.67,0.67,0.0,12.5,-0.83,3.33,4.0,13.5
82,EVE,RW,1,12.5,0.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,12.5,-1.5,4.0,4.0,26.0
19,BHA,CB,4,12.5,0.25,1.25,0.0,0.75,1.75,0.0,0.25,0.0,0.25,2.0,7.0,0.25,2.75,5.75,0.0,0.0,0.0,4.0,0.0,0.25,2.0,0.0,0.0,10.0,-8.5,2.75,5.0,8.25
166,WHU,CB,4,12.44,0.25,0.25,0.0,0.75,0.0,0.25,0.0,0.25,0.0,4.0,8.25,0.25,3.0,3.5,0.0,0.0,0.0,3.0,0.5,0.25,2.5,0.0,0.0,6.94,-7.88,2.5,4.0,19.0
86,FUL,LB,1,12.25,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,8.0,5.0,4.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,5.0,0.0,0.0,12.25,-18.0,3.0,3.0,35.75
89,FUL,RB,3,12.0,0.0,0.67,0.0,0.0,2.0,1.33,0.33,0.0,1.67,2.33,3.33,2.33,0.33,2.0,0.0,0.0,0.0,2.0,0.67,0.0,3.0,0.0,0.0,8.0,-4.67,2.0,3.0,11.88
48,BUR,FW,6,11.92,0.33,1.17,0.17,1.17,2.0,1.67,0.0,0.17,0.0,0.17,1.33,1.67,0.5,1.83,0.0,0.0,0.0,5.17,0.0,0.5,3.0,1.0,0.0,7.92,-2.0,2.83,4.0,15.0
168,WHU,FW,2,11.75,0.5,1.5,0.5,0.5,0.0,1.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.5,1.0,3.5,0.5,0.0,4.25,-1.75,2.5,4.0,6.25
29,BOU,DM,3,11.5,0.0,0.67,0.0,0.33,1.67,0.33,0.0,0.0,0.0,4.0,1.0,2.67,0.67,0.67,0.0,0.0,0.0,2.67,0.33,0.0,2.33,0.0,0.0,11.17,-0.17,3.0,3.0,17.0
139,NOT,CB,4,11.25,0.0,0.75,0.0,0.25,1.0,0.25,0.25,0.0,0.0,2.0,9.75,0.25,1.5,6.5,0.0,0.0,0.0,1.75,0.0,0.0,2.0,0.0,0.0,11.25,-3.62,2.5,2.0,21.5
59,CHE,FW,3,11.17,0.33,1.33,0.0,2.0,0.67,2.67,1.0,0.0,0.0,0.33,1.0,3.0,0.33,1.0,0.0,0.0,0.0,0.67,0.67,0.33,4.67,2.33,0.0,8.17,-3.33,2.33,4.0,31.0
51,BUR,LW,2,11.0,0.5,1.0,0.0,1.0,2.0,1.0,0.5,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.5,2.0,0.0,0.0,6.5,-1.5,1.5,2.0,6.0
83,FUL,CB,2,11.0,0.0,0.0,0.0,0.5,6.0,2.5,0.5,0.5,0.0,3.0,9.0,0.0,0.5,8.0,0.0,0.0,0.0,5.0,1.0,0.0,8.0,0.0,0.0,5.0,-15.75,4.0,4.0,6.5
39,BRF,LM,2,10.5,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.5,0.0,0.5,3.0,0.0,0.0,0.0,2.5,0.0,0.5,1.5,1.0,0.0,7.5,-0.5,4.0,4.0,21.5
25,BHA,RB,1,10.5,0.0,1.0,1.0,1.0,6.0,2.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,8.0,0.0,0.0,3.5,-13.0,5.0,5.0,0.0
90,FUL,RM,1,10.5,0.0,4.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,0.0,0.0,9.5,-4.0,4.0,4.0,10.0
84,FUL,CM,2,10.5,0.0,0.5,0.0,0.5,3.5,2.5,1.0,0.0,0.0,4.0,1.5,1.5,0.5,3.5,0.0,0.0,0.0,3.5,0.5,0.0,6.5,0.5,0.0,10.0,-3.25,3.0,4.0,9.5
121,MUN,CB,6,10.33,0.17,1.83,0.33,0.17,1.5,1.0,0.17,0.0,0.17,1.33,3.33,0.5,0.5,2.33,0.0,0.0,0.0,2.5,0.17,0.5,2.0,0.17,0.0,5.33,-5.83,2.5,5.0,9.25
35,BRF,CB,5,10.2,0.0,0.8,0.2,0.2,2.2,0.8,0.0,0.0,0.2,2.6,8.8,0.6,1.0,6.4,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.0,8.8,-8.4,3.2,4.0,23.0
176,WOL,DM,3,9.83,0.0,0.67,0.0,0.33,4.67,2.33,0.33,0.33,0.33,3.67,3.0,1.67,1.0,1.33,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,9.83,-4.17,3.0,4.0,18.5
150,SHU,CM,4,9.62,0.0,2.25,0.0,1.0,2.5,2.0,0.5,0.0,0.5,1.0,2.75,0.0,0.75,0.75,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,9.62,-2.0,3.0,4.0,22.75
47,BUR,CM,3,9.5,0.0,2.33,0.33,0.0,2.0,2.33,1.0,0.0,0.33,0.67,1.0,0.67,1.33,2.0,0.0,0.0,0.0,8.67,0.0,0.33,7.33,0.0,0.0,7.5,-3.17,3.67,5.0,18.75
146,NOT,RM,2,9.5,0.5,0.0,0.0,0.5,2.5,0.5,0.0,0.0,0.0,1.0,2.5,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.5,1.5,0.0,0.0,5.0,-0.25,2.5,2.0,12.0
105,LUT,LB,1,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,21.5
140,NOT,CM,2,9.0,0.0,1.5,0.0,0.0,1.5,0.5,0.5,0.0,0.0,3.5,1.5,1.0,0.5,1.5,0.0,0.0,0.0,2.0,0.0,0.0,3.5,0.0,0.0,9.0,-1.25,2.5,3.0,8.0
145,NOT,RB,3,8.92,0.0,1.0,0.67,0.0,1.67,0.67,0.67,0.0,1.0,0.33,3.67,0.33,0.0,2.33,0.0,0.0,0.0,1.33,0.0,0.67,3.0,0.0,0.0,4.25,-4.33,2.0,2.0,7.25
103,LUT,CM,4,8.88,0.0,2.0,0.0,0.25,2.75,1.5,0.75,0.0,1.25,1.25,1.75,0.75,0.25,0.75,0.0,0.0,0.0,3.25,0.0,0.0,6.25,0.0,0.0,8.88,-2.25,3.0,4.0,10.0
85,FUL,FW,3,8.83,0.33,1.67,0.0,1.0,0.33,4.0,0.0,0.0,0.0,0.33,1.67,0.67,0.0,2.33,0.0,0.0,0.0,2.0,0.33,0.33,1.0,1.33,0.0,5.83,-2.0,2.67,3.0,9.67
15,AVL,LW,2,8.5,0.5,1.5,0.0,1.0,0.5,4.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.5,3.5,0.0,0.0,4.0,-3.25,2.0,2.0,10.0
154,SHU,RM,1,8.5,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,8.0,2.0,1.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,8.5,-3.5,5.0,4.0,14.0
180,WOL,RB,1,8.5,0.0,0.0,0.0,1.0,5.0,4.0,2.0,0.0,3.0,5.0,10.0,10.0,2.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,8.5,-24.0,4.0,4.0,10.75
93,LIV,CM,2,8.5,0.0,1.0,0.5,0.0,2.5,1.0,0.0,0.5,0.0,1.0,2.0,2.5,0.0,2.0,0.0,0.0,0.0,1.0,0.5,0.5,7.5,0.0,0.0,5.0,-4.0,3.5,3.0,10.0
10,AVL,CB,3,8.33,0.0,0.0,0.0,0.0,1.67,0.0,0.33,0.0,0.0,0.67,5.33,0.33,1.67,2.0,0.0,0.0,0.0,1.33,0.67,0.0,2.33,0.33,0.0,4.33,-3.33,3.0,3.0,10.75
65,CRY,CM,4,8.31,0.0,0.5,0.0,0.25,2.75,2.5,0.5,0.0,0.0,2.5,2.5,1.75,0.25,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.5,0.0,0.0,7.31,-2.25,2.0,3.0,10.0
143,NOT,LM,3,8.08,0.0,0.33,0.0,0.0,2.33,1.0,0.33,0.0,0.33,2.67,2.0,1.0,1.33,2.33,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,8.08,-1.83,2.67,2.0,7.75
152,SHU,LM,1,8.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,-2.0,1.0,1.0,
28,BOU,CB,4,7.81,0.0,0.5,0.0,0.0,1.75,0.25,0.5,0.0,0.0,1.5,4.75,2.0,2.5,3.0,0.0,0.0,0.0,3.5,0.5,0.0,3.0,0.0,0.0,4.81,-8.12,3.25,4.0,5.42
119,MCI,RW,2,7.0,0.0,0.5,0.0,0.0,1.5,1.0,0.0,0.0,0.5,1.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,7.0,-0.5,2.0,2.0,36.5
151,SHU,FW,4,6.88,0.0,1.25,0.25,0.5,0.5,2.25,0.5,0.0,0.5,0.5,0.75,1.0,0.5,2.0,0.0,0.0,0.0,3.25,0.0,0.25,5.0,1.0,0.0,5.38,-2.12,2.75,4.0,1.5
70,CRY,RB,2,6.88,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.5,5.5,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.0,0.0,2.5,0.0,0.0,0.88,-4.0,2.0,3.0,-0.5
32,BOU,LW,4,6.75,0.0,0.75,0.0,0.5,1.25,1.25,0.0,0.0,0.25,1.25,0.75,2.0,0.0,0.25,0.0,0.0,0.0,2.0,0.25,0.0,2.0,0.75,0.0,6.75,-0.62,2.75,4.0,8.17
142,NOT,LB,2,6.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,0.0,1.5,1.0,
170,WHU,LW,1,6.5,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,6.5,-1.5,4.0,4.0,4.0
33,BOU,RB,2,6.25,0.0,2.0,0.0,0.0,1.5,2.5,0.0,0.0,1.0,1.5,2.0,2.0,0.5,0.5,0.0,0.0,0.0,3.5,0.5,0.0,3.5,0.5,0.0,3.25,-8.25,3.0,4.0,2.5
69,CRY,LW,2,6.0,0.0,0.5,0.0,0.0,1.5,1.0,0.0,0.0,0.0,1.0,0.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,5.5,-0.5,2.0,3.0,3.0
124,MUN,LB,2,5.62,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,3.5,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,2.5,0.5,0.0,2.62,-4.25,1.0,1.0,
11,AVL,CM,2,5.5,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,1.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.0,3.5,0.0,0.0,5.0,-0.5,4.0,3.0,12.0
31,BOU,LB,2,5.5,0.0,0.5,0.0,0.0,2.0,1.5,0.5,0.0,1.0,1.0,5.0,2.0,0.5,2.5,0.0,0.0,0.0,3.5,0.5,0.0,4.0,0.0,0.0,2.5,-8.75,3.0,4.0,13.0
3,ARS,LB,4,5.44,0.0,1.0,0.0,0.5,1.75,0.0,0.25,0.0,0.0,1.0,1.75,0.0,0.25,1.5,0.0,0.0,0.0,1.75,0.25,0.0,1.5,0.25,0.0,3.94,-4.0,2.25,4.0,8.0
148,SHU,AM,1,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,-1.0,2.0,1.0,11.5
61,CHE,LW,2,4.75,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.25,-0.25,3.0,3.0,9.0
23,BHA,LM,1,4.5,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,7.0,0.0,0.0,3.5,-2.0,3.0,3.0,4.0
173,WOL,AM,1,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.5,0.0,1.0,1.0,
156,SHU,WB,4,4.06,0.25,0.75,0.0,0.75,1.5,1.75,0.25,0.0,0.5,2.0,4.75,2.75,0.75,1.25,0.0,0.0,0.0,5.0,0.0,0.25,2.5,0.0,0.0,1.56,-11.38,3.0,3.0,5.94
114,MCI,DM,5,3.8,0.0,0.6,0.2,0.0,1.0,0.8,0.4,0.4,0.2,0.6,2.0,2.4,0.2,0.8,0.0,0.0,0.0,1.2,0.6,0.2,6.2,0.2,0.0,2.0,-4.0,2.2,3.0,11.62
45,BUR,AM,1,3.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.5,-0.5,3.0,3.0,3.5
96,LIV,LM,2,3.25,0.0,0.0,0.0,0.5,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,2.75,-1.0,2.0,2.0,7.0
113,MCI,CM,1,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-1.0,2.0,2.0,
138,NOT,AM,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0
175,WOL,CM,1,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0
174,WOL,CB,3,2.08,0.0,1.0,0.0,0.33,1.67,1.0,1.0,0.0,0.0,2.67,14.33,0.67,3.33,3.33,0.0,0.0,0.0,6.67,0.0,0.0,7.0,0.67,0.0,2.08,-15.83,3.67,4.0,8.17
182,WOL,RW,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,-6.0,3.0,3.0,2.75
125,MUN,LM,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-1.0,2.0,2.0,5.0
55,CHE,AM,3,1.83,0.0,1.33,0.0,0.0,0.67,3.67,0.67,0.0,0.33,0.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0,0.67,0.0,0.0,3.0,0.33,0.0,1.83,-3.17,2.33,3.0,6.25
147,NOT,RW,2,1.0,0.0,0.5,0.0,0.0,1.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,5.0,1.0,0.0,1.0,-3.5,2.0,2.0,2.88
49,BUR,LB,1,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.5,-10.5,2.0,2.0,13.5
42,BRF,RB,2,0.12,0.0,1.0,0.0,0.0,3.5,1.5,0.5,0.0,0.0,0.5,3.5,2.0,0.5,1.5,0.0,0.0,0.0,4.5,0.0,0.0,3.5,0.0,0.0,0.12,-10.75,3.5,4.0,9.88
178,WOL,LB,2,0.12,0.0,0.5,0.0,0.0,3.5,2.5,0.0,0.0,0.0,2.0,3.5,2.5,1.0,1.0,0.0,0.0,0.5,4.0,0.0,0.0,2.5,0.0,0.0,0.12,-11.75,3.0,4.0,3.0
108,LUT,RM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
155,SHU,RW,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
153,SHU,LW,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
60,CHE,LB,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
41,BRF,MF,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
46,BUR,CB,4,-0.56,0.0,1.0,0.0,0.5,4.25,1.0,0.75,0.0,0.25,6.25,6.75,0.75,3.25,5.75,0.0,0.0,0.25,11.25,0.0,0.0,4.75,0.0,0.0,-0.56,-25.75,3.75,5.0,-1.31
79,EVE,LW,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,-1.0,-2.0,3.0,3.0,-1.0
149,SHU,CB,5,-1.0,0.0,0.2,0.0,0.2,1.8,1.2,1.2,0.0,0.0,4.4,15.2,0.8,2.8,4.4,0.0,0.0,0.0,8.4,0.0,0.0,6.6,0.4,0.0,-1.0,-19.8,3.6,4.0,7.81
52,BUR,RB,2,-7.75,0.0,2.5,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.5,4.0,0.0,1.5,0.5,0.0,0.0,0.0,9.5,0.0,0.0,2.5,0.0,0.0,-7.75,-19.25,3.5,5.0,-1.38
